"Data","Ora","Azione","Stazione","Elett.","Minuti","Consumo"
"<nobr>27/09/2017</nobr>","<nobr>18:21:06</nobr>","<nobr>12</nobr>","<nobr>Municipio</nobr>","","",""
"<nobr>27/09/2017</nobr>","<nobr>18:20:47</nobr>","<nobr>24</nobr>","<nobr>Municipio</nobr>","","<nobr>9</nobr>","<nobr>0,00</nobr>"
"<nobr>27/09/2017</nobr>","<nobr>18:11:34</nobr>","<nobr>12</nobr>","<nobr>Via Paoli</nobr>","","",""
"<nobr>27/09/2017</nobr>","<nobr>08:15:23</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>7</nobr>","<nobr>0,00</nobr>"
"<nobr>27/09/2017</nobr>","<nobr>08:08:16</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>26/09/2017</nobr>","<nobr>18:53:16</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>46</nobr>","<nobr>0,00</nobr>"
"<nobr>26/09/2017</nobr>","<nobr>18:07:47</nobr>","<nobr>12</nobr>","<nobr>Municipio</nobr>","","",""
"<nobr>26/09/2017</nobr>","<nobr>12:23:13</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>8</nobr>","<nobr>0,00</nobr>"
"<nobr>26/09/2017</nobr>","<nobr>12:15:31</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>26/09/2017</nobr>","<nobr>08:34:21</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>26/09/2017</nobr>","<nobr>08:28:32</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>26/09/2017</nobr>","<nobr>08:28:21</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>1</nobr>","<nobr>0,00</nobr>"
"<nobr>26/09/2017</nobr>","<nobr>08:27:35</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>25/09/2017</nobr>","<nobr>19:47:46</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>25/09/2017</nobr>","<nobr>19:42:39</nobr>","<nobr>12</nobr>","<nobr>Via Paoli</nobr>","","",""
"<nobr>25/09/2017</nobr>","<nobr>19:39:22</nobr>","<nobr>12</nobr>","<nobr>Stazione FF.SS.</nobr>","","",""
"<nobr>22/09/2017</nobr>","<nobr>15:58:14</nobr>","<nobr>24</nobr>","<nobr>Stazione Mori</nobr>","","<nobr>49</nobr>","<nobr>0,00</nobr>"
"<nobr>22/09/2017</nobr>","<nobr>15:09:57</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>22/09/2017</nobr>","<nobr>15:09:47</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>22/09/2017</nobr>","<nobr>15:03:52</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>22/09/2017</nobr>","<nobr>10:32:19</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>8</nobr>","<nobr>0,00</nobr>"
"<nobr>22/09/2017</nobr>","<nobr>10:24:05</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>22/09/2017</nobr>","<nobr>01:24:52</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>22/09/2017</nobr>","<nobr>01:19:06</nobr>","<nobr>12</nobr>","<nobr>Sacco</nobr>","","",""
"<nobr>21/09/2017</nobr>","<nobr>22:25:51</nobr>","<nobr>24</nobr>","<nobr>Sacco</nobr>","","<nobr>21</nobr>","<nobr>0,00</nobr>"
"<nobr>21/09/2017</nobr>","<nobr>22:04:38</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>21/09/2017</nobr>","<nobr>18:20:18</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>37</nobr>","<nobr>0,00</nobr>"
"<nobr>21/09/2017</nobr>","<nobr>17:43:45</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>21/09/2017</nobr>","<nobr>10:48:02</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>21/09/2017</nobr>","<nobr>10:43:02</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>21/09/2017</nobr>","<nobr>02:16:23</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>20/09/2017</nobr>","<nobr>21:21:21</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>20/09/2017</nobr>","<nobr>21:16:11</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>20/09/2017</nobr>","<nobr>16:41:12</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>7</nobr>","<nobr>0,00</nobr>"
"<nobr>20/09/2017</nobr>","<nobr>16:34:08</nobr>","<nobr>12</nobr>","<nobr>Via Paoli</nobr>","","",""
"<nobr>20/09/2017</nobr>","<nobr>09:07:00</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>20/09/2017</nobr>","<nobr>09:02:32</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>20/09/2017</nobr>","<nobr>00:17:18</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>8</nobr>","<nobr>0,00</nobr>"
"<nobr>20/09/2017</nobr>","<nobr>00:09:41</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>19/09/2017</nobr>","<nobr>19:22:07</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>24</nobr>","<nobr>0,00</nobr>"
"<nobr>19/09/2017</nobr>","<nobr>18:58:32</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>19/09/2017</nobr>","<nobr>12:22:57</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>19/09/2017</nobr>","<nobr>12:16:59</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>19/09/2017</nobr>","<nobr>08:31:14</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>19/09/2017</nobr>","<nobr>08:26:21</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>18/09/2017</nobr>","<nobr>15:29:30</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>4</nobr>","<nobr>0,00</nobr>"
"<nobr>18/09/2017</nobr>","<nobr>15:25:18</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>18/09/2017</nobr>","<nobr>15:25:17</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>17/09/2017</nobr>","<nobr>16:45:53</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>11</nobr>","<nobr>0,00</nobr>"
"<nobr>17/09/2017</nobr>","<nobr>16:34:52</nobr>","<nobr>12</nobr>","<nobr>Via Paoli</nobr>","","",""
"<nobr>17/09/2017</nobr>","<nobr>15:59:45</nobr>","<nobr>24</nobr>","<nobr>Via Paoli</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>17/09/2017</nobr>","<nobr>15:54:17</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>15/09/2017</nobr>","<nobr>14:01:26</nobr>","<nobr>24</nobr>","<nobr>Sacco</nobr>","","<nobr>16</nobr>","<nobr>0,00</nobr>"
"<nobr>15/09/2017</nobr>","<nobr>13:45:03</nobr>","<nobr>12</nobr>","<nobr>Municipio</nobr>","","",""
"<nobr>15/09/2017</nobr>","<nobr>13:44:43</nobr>","<nobr>24</nobr>","<nobr>Municipio</nobr>","","<nobr>4</nobr>","<nobr>0,00</nobr>"
"<nobr>13/07/2017</nobr>","<nobr>18:20:12</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>62</nobr>","<nobr>0,00</nobr>"
"<nobr>13/07/2017</nobr>","<nobr>17:18:55</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>13/07/2017</nobr>","<nobr>01:55:02</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>100</nobr>","<nobr>1,00</nobr>"
"<nobr>13/07/2017</nobr>","<nobr>00:15:42</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>26/06/2017</nobr>","<nobr>19:01:28</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>26/06/2017</nobr>","<nobr>18:56:50</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>26/06/2017</nobr>","<nobr>10:49:23</nobr>","<nobr>24</nobr>","<nobr>Università</nobr>","","<nobr>9</nobr>","<nobr>0,00</nobr>"
"<nobr>26/06/2017</nobr>","<nobr>10:40:12</nobr>","<nobr>12</nobr>","<nobr>Biblioteca</nobr>","","",""
"<nobr>26/06/2017</nobr>","<nobr>10:40:04</nobr>","<nobr>24</nobr>","<nobr>Biblioteca</nobr>","","<nobr>1</nobr>","<nobr>0,00</nobr>"
"<nobr>26/06/2017</nobr>","<nobr>10:39:23</nobr>","<nobr>12</nobr>","<nobr>Biblioteca</nobr>","","",""
"<nobr>25/06/2017</nobr>","<nobr>01:46:46</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>26</nobr>","<nobr>0,00</nobr>"
"<nobr>25/06/2017</nobr>","<nobr>01:20:25</nobr>","<nobr>12</nobr>","<nobr>Municipio</nobr>","","",""
"<nobr>12/06/2017</nobr>","<nobr>18:08:34</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>15</nobr>","<nobr>0,00</nobr>"
"<nobr>12/06/2017</nobr>","<nobr>17:53:00</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>12/06/2017</nobr>","<nobr>09:00:23</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>4</nobr>","<nobr>0,00</nobr>"
"<nobr>12/06/2017</nobr>","<nobr>08:56:03</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>11/06/2017</nobr>","<nobr>17:46:48</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>11/06/2017</nobr>","<nobr>17:41:42</nobr>","<nobr>12</nobr>","<nobr>Via Paoli</nobr>","","",""
"<nobr>11/06/2017</nobr>","<nobr>01:56:31</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>10/06/2017</nobr>","<nobr>22:14:59</nobr>","<nobr>24</nobr>","<nobr>Sacco</nobr>","","<nobr>22</nobr>","<nobr>0,00</nobr>"
"<nobr>10/06/2017</nobr>","<nobr>21:51:58</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>59</nobr>","<nobr>0,00</nobr>"
"<nobr>10/06/2017</nobr>","<nobr>20:52:33</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>10/06/2017</nobr>","<nobr>20:52:20</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>14</nobr>","<nobr>0,00</nobr>"
"<nobr>10/06/2017</nobr>","<nobr>20:38:05</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>09/06/2017</nobr>","<nobr>21:08:37</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>09/06/2017</nobr>","<nobr>21:03:02</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>09/06/2017</nobr>","<nobr>19:55:42</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>4</nobr>","<nobr>0,00</nobr>"
"<nobr>09/06/2017</nobr>","<nobr>19:51:24</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>09/06/2017</nobr>","<nobr>14:40:08</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>10</nobr>","<nobr>0,00</nobr>"
"<nobr>09/06/2017</nobr>","<nobr>14:30:45</nobr>","<nobr>12</nobr>","<nobr>Via Paoli</nobr>","","",""
"<nobr>09/06/2017</nobr>","<nobr>00:07:20</nobr>","<nobr>24</nobr>","<nobr>Via Paoli</nobr>","","<nobr>1</nobr>","<nobr>0,00</nobr>"
"<nobr>09/06/2017</nobr>","<nobr>00:06:43</nobr>","<nobr>12</nobr>","<nobr>Via Paoli</nobr>","","",""
"<nobr>08/06/2017</nobr>","<nobr>23:02:11</nobr>","<nobr>24</nobr>","<nobr>Via Paoli</nobr>","","<nobr>10</nobr>","<nobr>0,00</nobr>"
"<nobr>08/06/2017</nobr>","<nobr>22:52:32</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>0</nobr>","<nobr>0,00</nobr>"
"<nobr>08/06/2017</nobr>","<nobr>22:52:03</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>08/06/2017</nobr>","<nobr>18:40:09</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>08/06/2017</nobr>","<nobr>18:34:03</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>08/06/2017</nobr>","<nobr>16:23:36</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>58</nobr>","<nobr>0,00</nobr>"
"<nobr>08/06/2017</nobr>","<nobr>15:25:23</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>08/06/2017</nobr>","<nobr>01:40:21</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>4</nobr>","<nobr>0,00</nobr>"
"<nobr>08/06/2017</nobr>","<nobr>01:36:35</nobr>","<nobr>12</nobr>","<nobr>Municipio</nobr>","","",""
"<nobr>08/06/2017</nobr>","<nobr>01:36:16</nobr>","<nobr>24</nobr>","<nobr>Municipio</nobr>","","<nobr>10</nobr>","<nobr>0,00</nobr>"
"<nobr>08/06/2017</nobr>","<nobr>01:26:38</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>08/06/2017</nobr>","<nobr>01:25:44</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>28</nobr>","<nobr>0,00</nobr>"
"<nobr>08/06/2017</nobr>","<nobr>00:57:36</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>07/06/2017</nobr>","<nobr>18:51:03</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>17</nobr>","<nobr>0,00</nobr>"
"<nobr>07/06/2017</nobr>","<nobr>18:34:37</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>07/06/2017</nobr>","<nobr>10:37:02</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>07/06/2017</nobr>","<nobr>10:31:36</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>07/06/2017</nobr>","<nobr>00:44:22</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>4</nobr>","<nobr>0,00</nobr>"
"<nobr>07/06/2017</nobr>","<nobr>00:40:12</nobr>","<nobr>12</nobr>","<nobr>Via Paoli</nobr>","","",""
"<nobr>06/06/2017</nobr>","<nobr>11:14:54</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>05/06/2017</nobr>","<nobr>18:25:02</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>05/06/2017</nobr>","<nobr>18:19:58</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>05/06/2017</nobr>","<nobr>16:08:12</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>9</nobr>","<nobr>0,00</nobr>"
"<nobr>05/06/2017</nobr>","<nobr>15:59:20</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>05/06/2017</nobr>","<nobr>08:51:52</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>04/06/2017</nobr>","<nobr>15:34:21</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>24</nobr>","<nobr>0,00</nobr>"
"<nobr>04/06/2017</nobr>","<nobr>15:10:23</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>03/06/2017</nobr>","<nobr>03:07:27</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>11</nobr>","<nobr>0,00</nobr>"
"<nobr>03/06/2017</nobr>","<nobr>02:56:17</nobr>","<nobr>12</nobr>","<nobr>Via Paoli</nobr>","","",""
"<nobr>02/06/2017</nobr>","<nobr>22:54:11</nobr>","<nobr>24</nobr>","<nobr>Via Paoli</nobr>","","<nobr>20</nobr>","<nobr>0,00</nobr>"
"<nobr>02/06/2017</nobr>","<nobr>22:34:48</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>02/06/2017</nobr>","<nobr>22:34:46</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>01/06/2017</nobr>","<nobr>19:11:07</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>12</nobr>","<nobr>0,00</nobr>"
"<nobr>01/06/2017</nobr>","<nobr>18:59:31</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>01/06/2017</nobr>","<nobr>18:59:20</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>0</nobr>","<nobr>0,00</nobr>"
"<nobr>01/06/2017</nobr>","<nobr>18:59:11</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>01/06/2017</nobr>","<nobr>16:57:26</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>35</nobr>","<nobr>0,00</nobr>"
"<nobr>01/06/2017</nobr>","<nobr>16:22:28</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>01/06/2017</nobr>","<nobr>11:08:54</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>31/05/2017</nobr>","<nobr>19:10:01</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>7</nobr>","<nobr>0,00</nobr>"
"<nobr>31/05/2017</nobr>","<nobr>19:03:38</nobr>","<nobr>12</nobr>","<nobr>Via Paoli</nobr>","","",""
"<nobr>31/05/2017</nobr>","<nobr>19:03:29</nobr>","<nobr>24</nobr>","<nobr>Via Paoli</nobr>","","<nobr>2</nobr>","<nobr>0,00</nobr>"
"<nobr>31/05/2017</nobr>","<nobr>19:01:33</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>31/05/2017</nobr>","<nobr>09:05:37</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>4</nobr>","<nobr>0,00</nobr>"
"<nobr>31/05/2017</nobr>","<nobr>09:01:05</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>30/05/2017</nobr>","<nobr>20:38:51</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>9</nobr>","<nobr>0,00</nobr>"
"<nobr>30/05/2017</nobr>","<nobr>20:29:53</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>30/05/2017</nobr>","<nobr>20:29:52</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>30/05/2017</nobr>","<nobr>16:32:26</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>30/05/2017</nobr>","<nobr>16:27:35</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>30/05/2017</nobr>","<nobr>16:27:35</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>29/05/2017</nobr>","<nobr>23:20:59</nobr>","<nobr>24</nobr>","<nobr>Via Paoli</nobr>","","<nobr>9</nobr>","<nobr>0,00</nobr>"
"<nobr>29/05/2017</nobr>","<nobr>23:11:25</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>29/05/2017</nobr>","<nobr>20:12:03</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>23</nobr>","<nobr>0,00</nobr>"
"<nobr>29/05/2017</nobr>","<nobr>19:49:42</nobr>","<nobr>12</nobr>","<nobr>Stazione FF.SS.</nobr>","","",""
"<nobr>29/05/2017</nobr>","<nobr>10:58:34</nobr>","<nobr>24</nobr>","<nobr>Muse</nobr>","","<nobr>4</nobr>","<nobr>0,00</nobr>"
"<nobr>29/05/2017</nobr>","<nobr>10:54:04</nobr>","<nobr>12</nobr>","<nobr>Centro Santa Chiara</nobr>","","",""
"<nobr>29/05/2017</nobr>","<nobr>09:49:58</nobr>","<nobr>24</nobr>","<nobr>Stazione FF.SS.</nobr>","","<nobr>4</nobr>","<nobr>0,00</nobr>"
"<nobr>29/05/2017</nobr>","<nobr>09:45:36</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>28/05/2017</nobr>","<nobr>03:08:30</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>3</nobr>","<nobr>0,00</nobr>"
"<nobr>28/05/2017</nobr>","<nobr>03:05:17</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>27/05/2017</nobr>","<nobr>20:06:26</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>7</nobr>","<nobr>0,00</nobr>"
"<nobr>27/05/2017</nobr>","<nobr>19:59:54</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>27/05/2017</nobr>","<nobr>02:02:13</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>7</nobr>","<nobr>0,00</nobr>"
"<nobr>27/05/2017</nobr>","<nobr>01:55:37</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>26/05/2017</nobr>","<nobr>20:57:50</nobr>","<nobr>24</nobr>","<nobr>Via Paoli</nobr>","","<nobr>3</nobr>","<nobr>0,00</nobr>"
"<nobr>26/05/2017</nobr>","<nobr>20:54:19</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>26/05/2017</nobr>","<nobr>19:36:52</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>26/05/2017</nobr>","<nobr>19:31:33</nobr>","<nobr>12</nobr>","<nobr>Via Paoli</nobr>","","",""
"<nobr>26/05/2017</nobr>","<nobr>18:57:34</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>2</nobr>","<nobr>0,00</nobr>"
"<nobr>26/05/2017</nobr>","<nobr>18:55:08</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>26/05/2017</nobr>","<nobr>16:04:51</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>8</nobr>","<nobr>0,00</nobr>"
"<nobr>26/05/2017</nobr>","<nobr>15:57:24</nobr>","<nobr>12</nobr>","<nobr>Municipio</nobr>","","",""
"<nobr>26/05/2017</nobr>","<nobr>15:56:57</nobr>","<nobr>12</nobr>","<nobr>Municipio</nobr>","","",""
"<nobr>25/05/2017</nobr>","<nobr>20:59:19</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>11</nobr>","<nobr>0,00</nobr>"
"<nobr>25/05/2017</nobr>","<nobr>20:48:07</nobr>","<nobr>12</nobr>","<nobr>Municipio</nobr>","","",""
"<nobr>25/05/2017</nobr>","<nobr>19:51:06</nobr>","<nobr>24</nobr>","<nobr>Via Paoli</nobr>","","<nobr>9</nobr>","<nobr>0,00</nobr>"
"<nobr>25/05/2017</nobr>","<nobr>19:42:06</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>24/05/2017</nobr>","<nobr>19:10:36</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>7</nobr>","<nobr>0,00</nobr>"
"<nobr>24/05/2017</nobr>","<nobr>19:03:25</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>24/05/2017</nobr>","<nobr>11:37:52</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>24/05/2017</nobr>","<nobr>11:32:38</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>24/05/2017</nobr>","<nobr>01:41:50</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>12</nobr>","<nobr>0,00</nobr>"
"<nobr>24/05/2017</nobr>","<nobr>01:29:46</nobr>","<nobr>12</nobr>","<nobr>Sacco</nobr>","","",""
"<nobr>23/05/2017</nobr>","<nobr>22:24:48</nobr>","<nobr>24</nobr>","<nobr>Sacco</nobr>","","<nobr>9</nobr>","<nobr>0,00</nobr>"
"<nobr>23/05/2017</nobr>","<nobr>22:16:08</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>23/05/2017</nobr>","<nobr>20:17:44</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>23/05/2017</nobr>","<nobr>20:12:35</nobr>","<nobr>12</nobr>","<nobr>Stazione FF.SS.</nobr>","","",""
"<nobr>23/05/2017</nobr>","<nobr>14:03:02</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>23/05/2017</nobr>","<nobr>13:57:55</nobr>","<nobr>12</nobr>","<nobr>Ospedale</nobr>","","",""
"<nobr>23/05/2017</nobr>","<nobr>13:57:42</nobr>","<nobr>24</nobr>","<nobr>Ospedale</nobr>","","<nobr>60</nobr>","<nobr>0,00</nobr>"
